"county","race","students","total","total_prop","estimated_total","estimated_prop","doubledup","doubledup_prop"
"Plumas","White",85,15514,0.831404072883173,719.508889215399,0.870323014407844,NA,NA
"Riverside","AAPI",444,158818,0.0658602602014813,3903.60584066262,0.0340747228726732,2582,0.0468908906000291
"Riverside","AIAN",91,10362,0.00429701933161071,480.776212832551,0.00419671372693245,799,0.0145103879122476
"Riverside","Black",2025,147160,0.061025802435807,12577.9518698061,0.109793417102971,3549,0.0644522737178556
"Riverside","Latino",13781,1179478,0.489117908435586,77758.1168353521,0.678753539782543,38670,0.702273717855586
"Riverside","Other",63,5936,0.00246160072885941,488.623222748815,0.00426521057297427,116,0.00210663954670928
"Riverside","Two or More",562,57983,0.0240449789524015,2269.10251094218,0.0198070815512759,1008,0.0183059712334738
"Riverside","White",2018,851702,0.353192429914255,17081.9875110197,0.14910931439063,8340,0.151460119134099
"Sacramento","AAPI",622,252460,0.165596079637769,5468.56493894629,0.0838084733613432,5895,0.214332460732984
"Sacramento","AIAN",113,5554,0.0036430350404348,597.007824726135,0.00914944138611887,174,0.00632635253054101
"Sacramento","Black",2435,144695,0.0949097866718966,15124.5989150508,0.231791989200969,3125,0.113619837114602
"Sacramento","Latino",3697,353318,0.231751864316951,20860.0071069078,0.319689967926682,9683,0.35205788248982
"Sacramento","Other",94,5074,0.00332818865595358,729.056872037914,0.0111731586113097,655,0.0238147178592205
"Sacramento","Two or More",882,81623,0.0535389717510641,3561.11817553559,0.0545759044800658,1954,0.071044211751018
"Sacramento","White",2234,681829,0.447232073925931,18910.3865706729,0.289811065033512,6018,0.218804537521815
"San Benito","AAPI",NA,1790,0.0296475420696966,0,0,NA,NA
"San Benito","Latino",268,36081,0.597605008612694,1512.16713677341,0.852128572855442,NA,NA
"San Benito","Two or More",NA,1061,0.0175732078971777,0,0,NA,NA
"San Benito","White",31,20703,0.342901152775937,262.409124302087,0.147871427144558,NA,NA
"San Bernardino","AAPI",1310,156325,0.0727420870150314,11517.395610964,0.0621513471273411,2730,0.0480879322189146
"San Bernardino","AIAN",194,7783,0.00362163226123774,1024.95148669797,0.0055309479495354,179,0.00315301826636839
"San Bernardino","Black",3419,169340,0.0787983049104457,21236.551823638,0.114598851056417,3434,0.0604886297581512
"San Bernardino","Latino",21122,1145874,0.533204965400685,119179.083070627,0.64312634665336,41045,0.722992372866428
"San Bernardino","Other",382,3624,0.00168634142550759,2962.76303317535,0.0159879646363491,NA,NA
"San Bernardino","Two or More",709,53019,0.024671119216056,2862.62220686478,0.0154475744762922,942,0.0165929788096035
"San Bernardino","White",3134,613066,0.285275549771036,26528.7159858948,0.143156968100706,8441,0.148685068080534
"San Diego","AAPI",1168,398404,0.120143314094714,10268.9450943557,0.0839074066205915,5840,0.088216190087763
"San Diego","AIAN",156,12474,0.00376167834664677,824.18779342723,0.00673442692305732,87,0.00131417954411565
"San Diego","Black",1687,156084,0.0470689276140785,10478.5208910434,0.0856198475216702,2528,0.0381867343393604
"San Diego","Latino",14070,1117517,0.337000120323045,79388.774680604,0.648684566625768,44166,0.667150043050709
"San Diego","Other",183,6560,0.00197824354288944,1419.33412322275,0.0115973592529178,369,0.00557393392849051
"San Diego","Two or More",923,114278,0.0344618468893779,3726.65768256162,0.0304504677582042,1771,0.0267518617543542
"San Diego","White",1923,1510756,0.455585869189249,16277.8305171907,0.133005925297791,11440,0.172807057295207
"San Francisco","AAPI",689,301042,0.344063335394378,6057.6225770643,0.310816873822123,6108,0.500163773337701
"San Francisco","AIAN",19,1634,0.00186751180909778,100.381846635368,0.00515059684930346,NA,NA
"San Francisco","Black",542,43782,0.0500388017294485,3366.54316712835,0.172737474063821,934,0.0764821487061906
"San Francisco","Latino",1360,133314,0.152365648297467,7673.68397765611,0.39373705348772,3159,0.258679986898133
"San Francisco","Other",122,3626,0.00414418471223289,946.222748815165,0.048550729759832,20,0.00163773337700622
"San Francisco","Two or More",92,37140,0.0424476062361637,371.454503570606,0.0190593464842303,508,0.0415984277759581
"San Francisco","White",115,354423,0.405072911821213,973.453203056127,0.0499479255329688,1483,0.121437929905011
"San Joaquin","AAPI",303,116940,0.157473104741026,2663.94722910084,0.0886170372128322,2305,0.145178560181394
"San Joaquin","AIAN",54,1697,0.00228520488066975,285.295774647887,0.00949045311500747,32,0.00201549411097814
"San Joaquin","Black",817,50030,0.067371125621631,5074.6600877193,0.168810153941256,1382,0.0870441519178686
"San Joaquin","Latino",2815,307463,0.414034147451599,15883.3973508102,0.528366177350306,9324,0.587264596586257
"San Joaquin","Other",NA,NA,NA,NA,NA,75,0.00472381432260503
"San Joaquin","Two or More",260,29008,0.0390625946838351,1049.76272748215,0.0349206852409493,490,0.0308622535743528
"San Joaquin","White",603,236509,0.318486459117456,5104.28070819865,0.16979549313965,2269,0.142911129306544
"San Luis Obispo","AAPI",40,10234,0.0362695585916042,351.676201861498,0.0197449880122257,62,0.0307082714214958
"San Luis Obispo","AIAN",15,1510,0.00535147874470611,79.2488262910799,0.00444945411949311,45,0.0222882615156018
"San Luis Obispo","Black",29,4909,0.017397621958783,180.128693444137,0.0101133908802652,12,0.00594353640416048
"San Luis Obispo","Latino",2007,63534,0.225166126202754,11324.3262817322,0.635808409826368,435,0.215453194650817
"San Luis Obispo","Other",NA,NA,NA,NA,NA,18,0.00891530460624071
"San Luis Obispo","Two or More",82,7203,0.0255276168199458,331.079014052062,0.0185885514258711,NA,NA
"San Luis Obispo","White",655,194375,0.688869987418709,5544.45085218925,0.311295205735777,1447,0.716691431401684
"San Mateo","AAPI",308,227379,0.29628900879958,2707.90675433353,0.192966448732428,2920,0.18001356266568
"San Mateo","AIAN",NA,1158,0.00150894617440447,0,0,30,0.00184945441094877
"San Mateo","Black",110,16718,0.0217845959790103,683.246768236381,0.0486884204057212,353,0.0217619135688305
"San Mateo","Latino",1724,187248,0.243995814563806,9727.52292461701,0.693186924078047,10651,0.656617964367178
"San Mateo","Other",11,3012,0.00392482372824375,85.3151658767772,0.0060795906490922,94,0.00579495715430615
"San Mateo","Two or More",46,30785,0.0401147737297423,185.727251785303,0.0132349934695828,558,0.0343998520436471
"San Mateo","White",76,301123,0.392382037025213,643.32559506318,0.0458436226651281,1615,0.0995622957894088
"Santa Barbara","AAPI",95,24269,0.0545580436527295,835.230979421057,0.0175307475940227,239,0.0279695728496197
"Santa Barbara","AIAN",13,1601,0.00359913584770777,68.6823161189359,0.00144158008708984,NA,NA
"Santa Barbara","Black",47,8409,0.0189038934062303,291.932710064635,0.00612740520966973,152,0.0177881802223523
"Santa Barbara","Latino",7653,201837,0.453740650901807,43181.399618384,0.906338768697536,6438,0.753423054417788
"Santa Barbara","Two or More",48,10117,0.022743571125084,193.802349689012,0.00406773714006822,73,0.0085430076067876
"Santa Barbara","White",363,197993,0.445099127979516,3072.72619747282,0.0644937612716131,1643,0.192276184903452
"Santa Clara","AAPI",409,705519,0.366033712586966,3595.88916403381,0.144862541897524,8497,0.272095555270911
"Santa Clara","AIAN",22,3366,0.00174633068218961,116.231611893584,0.00468245988117799,NA,NA
"Santa Clara","Black",153,45259,0.0234810399124241,950.334141274239,0.0382847782779136,1172,0.0375304214166773
"Santa Clara","Latino",3078,490978,0.254726662412385,17367.3524141364,0.699654161175429,18177,0.582073779941079
"Santa Clara","Other",58,5505,0.00285607558094289,449.843601895734,0.0181222180813416,14,0.000448315614192391
"Santa Clara","Two or More",117,68940,0.0357670936512631,472.393227366966,0.0190306432066965,703,0.0225118483412322
"Santa Clara","White",221,607903,0.315389085173829,1870.72311196004,0.0753631974799177,2665,0.0853400794159088
"Santa Cruz","AAPI",11,12702,0.046364094290449,96.7109555119118,0.00450717762437607,84,0.020817843866171
"Santa Cruz","Black",13,2491,0.00909250187982275,80.7473453370268,0.00376319958999875,49,0.0121437422552664
"Santa Cruz","Latino",3331,91980,0.335739993137734,18794.883330568,0.875928452489139,2701,0.669392812887237
"Santa Cruz","Two or More",20,8890,0.0324497558055497,80.7509790370882,0.00376336893722031,130,0.0322180916976456
"Santa Cruz","White",284,156897,0.572696213343456,2404.00617102557,0.112037801359266,1071,0.26542750929368
"Shasta","AAPI",25,5989,0.0334185210811776,219.797626163436,0.0290416799540878,121,0.0433847257081391
"Shasta","AIAN",49,3912,0.0218288953864697,258.879499217527,0.0342055357657027,154,0.0552169236285407
"Shasta","Black",43,2030,0.0113273664709952,267.087373037858,0.0352900353972698,NA,NA
"Shasta","Latino",163,17975,0.100300203111399,919.713594380842,0.121521002404145,308,0.110433847257081
"Shasta","Two or More",72,6115,0.034121599000067,290.703524533518,0.0384104181122961,184,0.0659734671925421
"Shasta","White",663,143013,0.798010177889873,5612.16933588011,0.741531328366499,2022,0.724991036213697
"Sierra","White",NA,2662,0.875657894736842,0,NA,NA,NA
"Siskiyou","AIAN",44,1389,0.0319545412717401,232.463223787168,0.118026205025393,NA,NA
"Siskiyou","Latino",58,5467,0.125770681880924,327.260051988275,0.166156441278439,NA,NA
"Siskiyou","Two or More",41,1976,0.0454587282598693,165.539507026031,0.0840477021601702,NA,NA
"Siskiyou","White",147,33081,0.761042606055029,1244.32713781957,0.631769651535998,NA,NA
"Solano","AAPI",62,70158,0.158789939094084,545.098112885321,0.0677540189651713,1112,0.197338065661047
"Solano","AIAN",NA,1254,0.00283820210986603,0,0,60,0.0106477373558119
"Solano","Black",331,59652,0.135011508977455,2055.95163896584,0.255548465579209,1708,0.303105590062112
"Solano","Latino",626,116869,0.26451183602706,3532.15159559759,0.439035580088913,1941,0.344454303460515
"Solano","Other",NA,1635,0.00370052667434686,0,0,NA,NA
"Solano","Two or More",92,24201,0.0547745847375342,371.454503570606,0.0461706523737606,173,0.030700976042591
"Solano","White",182,168060,0.380373402379654,1540.59550396709,0.191491282992946,641,0.113753327417924
"Sonoma","AAPI",NA,21565,0.0431496762523711,0,0,380,0.0704225352112676
"Sonoma","AIAN",24,2343,0.00468813779083262,126.798122065728,0.0275798155927132,4,0.000741289844329133
"Sonoma","Black",20,7399,0.0148047509664407,124.226685133887,0.0270205032367172,87,0.0161230541141586
"Sonoma","Latino",430,133569,0.267259870500948,2426.2383164648,0.527730255479553,3009,0.55763528539659
"Sonoma","Other",NA,2239,0.0044800428995622,0,0,NA,NA
"Sonoma","Two or More",50,16635,0.0332851780411868,201.87744759272,0.0439102936717685,89,0.0164936990363232
"Sonoma","White",203,316022,0.632332343548658,1718.3565236556,0.373759132019248,1827,0.338584136397331
"Stanislaus","AAPI",89,32909,0.0605842479850661,782.479549141832,0.0727269233297589,454,0.0464165218280339
"Stanislaus","AIAN",11,2481,0.00456742894803698,58.1158059467919,0.00540152617148256,83,0.0084858398936714
"Stanislaus","Black",114,15311,0.0281869829195462,708.092105263158,0.0658130430454826,354,0.0361926183416829
"Stanislaus","Latino",1068,251259,0.46255849659606,6026.09888833582,0.5600908449431,6154,0.629179020550046
"Stanislaus","Other",NA,NA,NA,NA,NA,49,0.00500971270831203
"Stanislaus","Two or More",57,13118,0.0241497512859126,230.140290255701,0.0213902015239519,202,0.0206522850424292
"Stanislaus","White",349,227369,0.418577892981145,2954.21885101381,0.274577460986224,2485,0.254064001635825
"Sutter","AAPI",20,15290,0.159090199669126,175.838100930749,0.060699001992014,NA,NA
"Sutter","Black",25,1684,0.0175217721545329,155.283356417359,0.0536035404762248,NA,NA
"Sutter","Latino",168,29748,0.309523561789218,947.925667828107,0.327222266933149,NA,NA
"Sutter","Two or More",38,4202,0.0437211915637453,153.426860170468,0.052962681249517,NA,NA
"Sutter","White",173,44412,0.462100323590923,1464.41220981487,0.505512509349095,NA,NA
"Tehama","Latino",255,15958,0.249687069720866,1438.81574581052,0.316387999389744,NA,NA
"Tehama","Two or More",32,1920,0.0300413067968457,129.201566459341,0.0284107435223156,NA,NA
"Tehama","White",352,43679,0.683424083114282,2979.61328239789,0.65520125708794,NA,NA
"Trinity","White",107,10427,0.821023622047244,905.734719365266,1,NA,NA
"Tulare","AAPI",52,15573,0.0337152358312874,457.179062419947,0.030332873712167,599,0.0475774424146148
"Tulare","AIAN",18,2784,0.00602730472961563,95.0985915492958,0.00630959246558856,45,0.00357426528991263
"Tulare","Black",74,5785,0.0125244101511589,459.638734995383,0.030496067838357,160,0.0127084988085782
"Tulare","Latino",2020,298245,0.645694503981398,11397.6776726951,0.756212053167642,10442,0.829388403494837
"Tulare","Other",19,1002,0.00216931010742632,147.362559241706,0.00977719731021823,NA,NA
"Tulare","Two or More",38,6793,0.014706710139468,153.426860170468,0.0101795509815588,254,0.020174741858618
"Tulare","White",279,131716,0.285162525059645,2361.68211871878,0.156692664524468,1090,0.0865766481334392
"Tuolumne","Latino",77,6617,0.122435007863817,434.465931087882,0.199673791053907,NA,NA
"Tuolumne","Two or More",12,1479,0.0273660838190397,48.4505874222529,0.0222671371381548,NA,NA
"Tuolumne","White",200,43341,0.801942825423258,1692.96209227153,0.778059071807938,NA,NA
"Ventura","AAPI",172,62131,0.0733314212942144,1512.20766800444,0.0412198172400624,933,0.0461538461538462
"Ventura","AIAN",NA,2017,0.00238060673014164,0,0,86,0.00425426663368786
"Ventura","Black",80,14297,0.0168743353598587,496.90674053555,0.0135447038549009,176,0.00870640613405887
"Ventura","Latino",5071,361601,0.426787195947421,28612.6848902163,0.779925711842605,16331,0.807865446450655
"Ventura","Other",NA,1138,0.00134314846747704,0,0,9,0.000445213950037101
"Ventura","Two or More",89,21261,0.025093743029024,359.341856715042,0.0097949547366369,329,0.0162750432846896
"Ventura","White",674,384818,0.454189549171863,5705.28225095504,0.155514812325795,2351,0.116299777393025
"Yolo","AAPI",32,31038,0.142800618351798,281.340961489198,0.0544649051416739,1405,0.251701898960946
"Yolo","Black",45,5279,0.0242877912326549,279.510041551247,0.0541104566453914,320,0.0573271228950197
"Yolo","Latino",500,68704,0.316095550075454,2821.20734472651,0.546158616940046,2094,0.375134360444285
"Yolo","Two or More",35,9854,0.0453365968567117,141.314213314904,0.027357073007167,164,0.0293801504836976
"Yolo","White",194,101452,0.466763590857227,1642.17322950338,0.317908948265722,1599,0.286456467216052
"Yuba","AAPI",12,5371,0.0703378732320587,105.502860558449,0.0425812035093676,NA,NA
"Yuba","Black",41,2554,0.0334468308014667,254.664704524469,0.102783275757739,NA,NA
"Yuba","Latino",110,21563,0.282386066003143,620.665615839832,0.250502107331025,NA,NA
"Yuba","Two or More",29,3997,0.0523441592456784,117.088919603778,0.0472573642832963,NA,NA
"Yuba","White",163,42145,0.551925091671032,1379.76410520129,0.556876049118571,NA,NA
